Name,No.,Gender,YOB,Count
Merida,5,M,1880,2
Roll,5,M,1881,2
Zilpah,9,F,1881,
Lelie,5,F,1885,2
Ng,5,M,1885,2
Sip,5,M,1885,
Ottillie,5,F,1886,2
Pembroke,5,M,1887,2
Bengiman,5,M,1888,
Etelka,5,F,1888,
Pantha,5,F,1888,
Lelie,5,M,1889,2
Merida,5,F,1889,2
Roll,6,M,1889,2
Zilpah,5,F,1889,
Ng,5,F,1890,2
Ottillie,6,F,1890,2
Sip,8,F,1890,
Euphemie,5,F,1891,
Navajo,5,M,1891,
Pembroke,5,F,1891,2
Whitelaw,5,M,1892,
Wint,5,M,1892,2
Hedwige,7,F,1893,
Lyde,6,F,1893,2
Pomp,5,M,1893,2
Stazie,6,F,1893,2
Bess,5,M,1894,2
Onezia,5,F,1894,2
Gwladys,5,F,1895,2
Icia,5,F,1895,2
Isal,7,F,1895,
Myrtte,6,F,1895,
Wint,5,F,1895,2
Hedwige,5,F,1896,
Lyde,5,F,1897,2
Stazie,7,M,1897,2
Bess,5,F,1898,2
Gwladys,5,F,1898,2
Icia,5,F,1898,2
Onezia,9,F,1898,2
Pomp,5,F,1898,2
Schley,10,M,1898,
Zudie,5,F,1898,
Pellie,5,F,1899,
Alleine,5,F,1900,
Bruster,5,M,1900,
Henrettia,6,F,1900,
Leanner,5,F,1900,
Ursule,6,F,1900,
Kinnie,5,F,1901,
Azema,5,F,1902,
Lelea,5,F,1902,2
Celestie,5,F,1903,2
Narsis,5,F,1903,2
Pheobie,7,F,1903,2
Berthal,6,F,1904,2
Killis,5,M,1905,2
Mintha,5,F,1905,2
Pioet,5,M,1905,2
Clevia,5,F,1906,2
Eary,5,F,1906,2
Leonis,5,F,1906,2
Molla,5,F,1906,2
Nellda,6,F,1906,
Ocey,6,F,1906,
Dacie,5,M,1907,
Lanham,6,M,1907,
Leecy,5,F,1907,
Odra,5,F,1907,
Oklahoma,5,F,1907,
Artena,5,F,1908,
Essye,5,F,1908,
Malvie,5,F,1908,
Oshie,5,F,1908,
Argatha,5,F,1909,
Capus,5,M,1910,
Lauda,5,F,1910,
Leneve,7,F,1910,
Rosamonde,5,F,1910,
Caro,5,M,1911,
Gaither,6,F,1911,
Lavette,5,M,1911,
Berthal,6,F,1912,2
Celestie,5,F,1912,2
Clevia,6,F,1912,2
Creel,5,M,1912,
Eary,5,F,1912,2
Edlow,7,M,1912,
Gillespie,5,M,1912,
Hoffman,5,M,1912,
Hub,5,M,1912,
Killis,5,F,1912,2
Lelea,5,F,1912,2
Leonis,5,F,1912,2
Mintha,6,F,1912,2
Molla,5,M,1912,2
Narsis,5,F,1912,2
Pheobie,6,F,1912,2
Pioet,5,F,1912,2
Warder,6,M,1912,2
Zeak,6,M,1912,2
Abney,5,M,1913,2
Accursio,5,M,1913,2
Athlyn,5,F,1913,2
Athlyn,6,M,1913,2
Audella,5,F,1913,2
Audella,5,M,1913,2
Azena,5,F,1913,2
Azena,5,M,1913,2
Colquitt,5,M,1913,2
Curl,5,M,1913,
Demus,5,M,1913,
Folke,5,M,1913,
Gaillard,6,M,1913,
Huldia,5,F,1913,2
Huldia,5,M,1913,2
Luellen,5,M,1913,
Motie,5,F,1913,2
Nixola,6,F,1913,2
Olas,5,M,1913,
Oleane,6,F,1913,2
Ruel,5,F,1913,2
Warder,5,M,1913,2
Wilcie,5,F,1913,2
Zeak,5,M,1913,2
Abney,5,F,1914,2
Accursio,5,F,1914,2
Alph,7,M,1914,
Amilcare,6,M,1914,
Anello,5,M,1914,
Carranza,5,M,1914,
Colquitt,5,F,1914,2
Evar,5,M,1914,
Fair,5,M,1914,
Fozie,5,F,1914,
Gernie,5,M,1914,
Gertrudes,6,F,1914,
Glida,6,F,1914,
Gola,5,M,1914,
Helmie,5,F,1914,
Hillory,5,M,1914,
Jabus,5,M,1914,
Lalie,6,F,1914,
Leokadja,5,F,1914,
Leoler,6,F,1914,
Linza,5,M,1914,2
Maywood,6,F,1914,
Merchant,6,M,1914,2
Mickelina,5,F,1914,
Motie,6,F,1914,2
Nevins,5,M,1914,2
Nixola,5,F,1914,2
Nolie,7,M,1914,2
Oleane,5,F,1914,2
Oley,5,F,1914,
Orden,7,M,1914,2
Orvo,6,M,1914,2
Pretto,10,F,1914,2
Rivera,10,F,1914,2
Rochus,5,M,1914,2
Ruel,5,F,1914,2
Scholastica,13,F,1914,2
Secondo,9,M,1914,
Stance,5,M,1914,2
Sydonia,5,F,1914,
Tench,5,M,1914,2
Thurber,5,M,1914,
Vardie,6,M,1914,
Voneda,5,F,1914,
Wilcie,5,F,1914,2
Williamina,5,F,1914,
Aage,7,M,1915,
Aagot,11,F,1915,
Addah,10,F,1915,
Adelean,10,F,1915,2
Adelore,5,M,1915,
Alferetta,10,F,1915,2
Almar,10,F,1915,3
Arpie,10,F,1915,2
Avor,10,F,1915,2
Beach,5,M,1915,
Beatha,5,F,1915,
Berlina,5,F,1915,
Berther,7,F,1915,
Bomer,5,M,1915,
Boswell,5,M,1915,
Bransford,5,M,1915,
Burdelle,5,F,1915,
Burdine,5,F,1915,
Carriebell,5,F,1915,
Charlcy,5,F,1915,
Clellie,5,M,1915,2
Cosie,5,F,1915,
Covie,5,F,1915,
Damase,5,M,1915,
Dencie,6,F,1915,
Desda,8,F,1915,
Dewit,5,M,1915,
Edwidge,6,F,1915,2
Elof,6,M,1915,
Elphie,5,F,1915,
Ewalt,5,M,1915,
Ferdynand,5,M,1915,
Geter,5,M,1915,
Gregoria,6,M,1915,
Gustie,5,M,1915,
Halfred,6,M,1915,
Halstead,5,M,1915,
Idas,5,M,1915,
Irey,6,M,1915,
Ivison,5,M,1915,
Ivyl,5,M,1915,
Kalmer,5,M,1915,
Linza,6,F,1915,2
Loyall,5,M,1915,
Ludwell,5,M,1915,
Maurietta,5,F,1915,
Mayzelle,5,F,1915,
Merchant,5,F,1915,2
Merten,6,M,1915,
Myrabelle,6,F,1915,
Myril,5,F,1915,
Myrtus,6,F,1915,
Nevins,5,F,1915,2
Nolie,5,F,1915,2
Nondus,5,F,1915,
Noral,5,M,1915,
Oder,5,M,1915,
Okal,6,F,1915,
Olida,5,F,1915,
Ollye,5,F,1915,
Olva,5,M,1915,
Orden,5,F,1915,2
Orvo,5,F,1915,2
Ozena,5,F,1915,
Patsey,5,M,1915,
Philibert,5,M,1915,
Relis,5,M,1915,
Renie,6,M,1915,
Ridgway,6,M,1915,
Rochus,5,F,1915,2
Saichi,5,M,1915,
Samp,5,M,1915,
Secondo,5,F,1915,
Sever,5,M,1915,
Shigenobu,6,M,1915,
Silvo,5,M,1915,
Sinforosa,6,F,1915,
Stance,5,F,1915,2
Tench,7,F,1915,2
Theophane,5,F,1915,
Thorald,5,M,1915,
Thurber,5,F,1915,
Toots,5,F,1915,
Trento,6,M,1915,
Vadys,5,F,1915,
Vardie,5,F,1915,
Varnie,5,F,1915,
Veo,6,F,1915,
Vonie,8,F,1915,
Whitmore,5,M,1915,
Yone,5,F,1915,
Younger,7,M,1915,
Zida,5,F,1915,
Zygmond,10,M,1915,
Adolpha,5,F,1916,
Alieda,5,F,1916,
Alvene,6,F,1916,
Anselmi,5,M,1916,
Arleaner,5,F,1916,
Arnim,7,M,1916,
Artell,7,M,1916,2
Arter,5,M,1916,
Biruta,5,F,1916,
Bleeker,6,F,1916,
Borgny,5,F,1916,
Cealie,5,F,1916,
Cedell,5,F,1916,
Chrysteen,5,F,1916,
Churchel,5,M,1916,
Cilton,5,M,1916,
Clardie,7,M,1916,
Cleara,5,F,1916,
Clegg,5,M,1916,
Clen,5,M,1916,
Cletys,5,F,1916,
Cloteen,6,F,1916,
Clotis,5,M,1916,
Columbo,5,M,1916,
Coma,5,M,1916,
Cornealius,5,M,1916,
Cylvia,5,F,1916,
Deelda,6,F,1916,
Desales,5,F,1916,
Dolley,5,F,1916,
Dougal,5,M,1916,
Duffie,6,F,1916,
Eather,6,M,1916,
Eduvigen,5,F,1916,
Edyce,5,F,1916,
Einard,5,M,1916,
Eldrid,5,F,1916,
Erris,5,M,1916,
Etheldreda,5,F,1916,
Eudice,5,F,1916,
Eulice,5,F,1916,
Everal,5,F,1916,2
Fanna,5,F,1916,
Fiori,6,M,1916,
Flarrie,5,F,1916,
Flay,5,F,1916,
Fort,5,M,1916,
Freelin,5,M,1916,
Funston,6,M,1916,
Gelia,5,F,1916,
Grundy,5,M,1916,
Hafford,9,M,1916,
Hally,5,M,1916,
Innie,5,F,1916,
Iota,6,F,1916,
Jethero,5,M,1916,
Kazmiera,5,F,1916,
Kazu,5,F,1916,
Kostanty,5,M,1916,
Ladimer,5,M,1916,
Lasco,5,M,1916,
Lavara,5,F,1916,
Lent,5,M,1916,
Leotis,5,F,1916,
Lether,5,M,1916,
Lolabelle,5,F,1916,
Lotis,5,M,1916,
Lubie,5,F,1916,
Luciele,5,F,1916,
Lycurgus,7,M,1916,
Maggielean,6,F,1916,
Marylena,5,F,1916,
Matrona,6,F,1916,
Maydel,5,F,1916,
Mealie,6,F,1916,
Mendal,6,M,1916,
Merley,5,M,1916,
Mervyn,5,F,1916,
Miroslaw,5,M,1916,
Mirth,5,F,1916,
Mishie,6,F,1916,
Moffett,6,M,1916,
Montrose,6,M,1916,
Myrt,5,F,1916,
Naylor,5,M,1916,
Newsom,6,M,1916,
Obry,5,M,1916,
Olle,5,F,1916,
Ollene,5,F,1916,
Oppie,5,F,1916,
Orestus,5,M,1916,
Ormi,5,F,1916,
Ortrude,6,F,1916,
Ovis,5,F,1916,
Pender,6,M,1916,
Pensacola,5,F,1916,
Phenious,5,M,1916,
Pioquinto,5,M,1916,
Rassie,5,F,1916,
Reetha,5,F,1916,4
Reppard,5,M,1916,
Reyburn,5,M,1916,
Rosalla,5,F,1916,4
Rosamay,5,F,1916,4
Rozia,5,F,1916,4
Seymoure,5,M,1916,
Silven,5,M,1916,
Sirkka,6,F,1916,4
Suoma,5,F,1916,4
Tatsuro,5,M,1916,
Telio,5,M,1916,
Themis,5,F,1916,5
Tilio,5,M,1916,
Trudis,5,F,1916,4
Truma,6,F,1916,4
Tsuruyo,5,F,1916,4
Ulva,5,F,1916,4
Urbane,5,M,1916,
Vadah,5,F,1916,4
Vadia,5,F,1916,
Vaino,8,M,1916,
Valasta,6,F,1916,
Valesta,6,F,1916,
Valrea,6,F,1916,
Vanner,5,M,1916,
Verda,7,M,1916,
Vero,5,F,1916,3
Vilho,5,M,1916,
Virginius,5,M,1916,
Voight,5,M,1916,
Waddy,5,M,1916,
Wensel,5,M,1916,
Wiljo,6,M,1916,
Wilmur,6,M,1916,
Wingate,5,M,1916,
Ysobel,6,F,1916,
Ziba,5,M,1916,
Zolar,5,F,1916,
Abell,5,F,1917,
Agneta,5,F,1917,
Alama,5,F,1917,
Alvana,6,F,1917,
Andrine,5,F,1917,
Angiolina,6,F,1917,
Annis,7,M,1917,
Ardine,5,M,1917,
Beattie,5,M,1917,
Bergetta,5,F,1917,
Bertella,5,F,1917,
Bev,5,M,1917,
Burmah,5,F,1917,
Casmera,5,F,1917,
Cheerful,5,F,1917,
Cleal,5,M,1917,
Cleao,5,M,1917,
Clermont,7,M,1917,
Clero,5,F,1917,
Cloral,6,M,1917,
Cloudie,6,F,1917,
Cordelle,5,F,1917,
Coyte,6,M,1917,
Creolia,5,F,1917,
Cresie,5,F,1917,
Doro,5,M,1917,
Dorohty,6,F,1917,
Dorpha,5,F,1917,
Ernal,5,M,1917,
Eustis,5,M,1917,
Geddes,5,M,1917,
Genievieve,5,F,1917,
Gesualdo,5,M,1917,
Gettys,5,M,1917,
Glady,5,M,1917,
Guerina,5,F,1917,
Henriella,6,F,1917,
Hermania,5,F,1917,
Hovey,5,M,1917,
Ilet,5,F,1917,
Ioan,5,F,1917,
Ivetta,5,F,1917,
Larenza,5,F,1917,
Laurece,6,F,1917,
Lavancha,5,F,1917,
Leathy,6,F,1917,
Leora,6,M,1917,
Leuvenia,5,F,1917,
Lilborn,6,M,1917,
Lloyed,5,M,1917,
Loddie,7,M,1917,2
Lothrop,5,M,1917,
Luease,5,F,1917,
Lutrelle,9,F,1917,
Mahdeen,6,F,1917,
Maple,5,M,1917,
Margerete,5,F,1917,
Marther,6,F,1917,
Marvil,5,F,1917,
Matildia,5,F,1917,
Medley,5,M,1917,
Mellicent,5,F,1917,
Milburne,5,M,1917,
Mineko,5,F,1917,
Monzelle,7,F,1917,
Murtha,5,F,1917,
Myrne,5,F,1917,
Nathinal,5,M,1917,
Nobu,5,F,1917,
Nordahl,5,M,1917,
Noriene,5,F,1917,
Od,5,M,1917,
Olif,6,M,1917,
Olyne,5,F,1917,
Onslow,7,M,1917,
Ottelia,5,F,1917,
Ovena,6,F,1917,
Ozeal,6,F,1917,
Rallie,5,M,1917,
Readus,5,M,1917,
Reetha,10,F,1917,4
Reetha,6,M,1917,4
Rienhold,5,M,1917,
Rosalla,10,F,1917,4
Rosalla,6,M,1917,4
Rosamay,11,F,1917,4
Rosamay,5,M,1917,4
Rosswell,7,M,1917,
Rozia,10,F,1917,4
Rozia,5,M,1917,4
Ruebin,6,M,1917,
Runar,7,M,1917,2
Seiki,6,M,1917,2
Selmon,6,M,1917,2
Severio,5,M,1917,2
Shigetoshi,5,M,1917,2
Sigvard,5,M,1917,2
Sirkka,10,F,1917,4
Sirkka,5,M,1917,4
Stearns,6,M,1917,2
Stiney,5,M,1917,2
Suoma,14,F,1917,4
Suoma,5,M,1917,4
Telesphore,5,M,1917,2
Themis,11,F,1917,5
Themis,5,M,1917,5
Tillis,5,M,1917,2
Tressie,6,M,1917,2
Trudis,11,F,1917,4
Trudis,5,M,1917,4
Truma,11,F,1917,4
Truma,6,M,1917,4
Tsuruyo,15,F,1917,4
Tsuruyo,5,M,1917,4
Ulva,11,F,1917,4
Vadah,10,F,1917,4
Willabell,5,F,1917,
Wilmeth,5,F,1917,2
Wilmot,5,F,1917,
Winonah,7,F,1917,
Zellia,6,F,1917,
Allenby,6,M,1918,
Alver,5,F,1918,
Alvernia,5,F,1918,
Alward,6,M,1918,
Ample,5,F,1918,
Andella,6,F,1918,
Archa,5,M,1918,
Arco,5,M,1918,
Ardys,5,M,1918,
Armintha,5,F,1918,
Art,5,F,1918,
Arthus,5,M,1918,
Athylene,5,F,1918,
Barksdale,5,M,1918,
Berth,6,F,1918,
Boyed,5,M,1918,
Brister,5,M,1918,
Bronislava,6,F,1918,
Bundy,5,M,1918,
Buss,5,M,1918,
Buster,5,F,1918,
Camilla,6,M,1918,
Cannie,5,M,1918,
Casimere,5,M,1918,
Celestin,6,M,1918,
Chasteen,5,M,1918,
Cleah,5,F,1918,
Clemintine,5,F,1918,
Clodean,5,F,1918,
Cloe,5,M,1918,
Cloy,5,F,1918,
Conola,5,F,1918,
Cova,5,M,1918,
Cromer,5,M,1918,
Dearmond,5,M,1918,
Delavan,5,M,1918,
Doroty,6,F,1918,
Dunk,5,M,1918,
Durah,6,F,1918,
Ebbe,5,M,1918,
Eberhard,6,M,1918,
Edice,5,F,1918,
Edwa,5,F,1918,
Edwill,6,M,1918,
Eldee,6,M,1918,2
Eldren,6,M,1918,
Eleck,5,M,1918,
Elmen,5,M,1918,
Emmadell,5,F,1918,
Emra,6,M,1918,
Errold,5,M,1918,
Evajane,6,F,1918,
Felisiano,6,M,1918,
Fieldon,6,M,1918,
Florida,5,M,1918,
Frampton,5,M,1918,
Franciszka,5,F,1918,
Friel,5,M,1918,
Gallie,5,F,1918,
Geneivieve,5,F,1918,
Geore,5,M,1918,
Getha,7,F,1918,
Glyde,5,M,1918,
Gottfred,5,M,1918,
Greenwood,6,M,1918,
Gwendolene,6,F,1918,
Halcy,5,F,1918,
Haline,6,F,1918,
Hershel,5,F,1918,
Hisa,5,F,1918,
Hobby,9,M,1918,
Holmer,5,M,1918,
Howardine,7,F,1918,
Hozel,5,F,1918,
Hubart,5,M,1918,
Idalou,5,F,1918,
Iney,5,F,1918,
Iredell,6,M,1918,
Issie,5,M,1918,2
Ivo,5,F,1918,
Jamima,6,F,1918,
Jurell,5,F,1918,2
Kasimer,5,M,1918,
Lapearl,5,F,1918,2
Lawell,5,M,1918,
Lebern,5,M,1918,
Leodore,7,M,1918,
Letah,5,F,1918,2
Levater,6,F,1918,2
Loice,6,M,1918,
Looney,6,M,1918,
Lotha,5,F,1918,2
Loubelle,5,F,1918,2
Lowene,6,F,1918,2
Lueseal,5,F,1918,2
Luly,5,F,1918,2
Lusetta,5,F,1918,2
Lutishia,5,F,1918,2
Margueriette,5,F,1918,2
Marine,6,M,1918,
Maytha,6,F,1918,2
Melle,6,F,1918,2
Meribah,6,F,1918,2
Miladie,5,F,1918,2
Mildra,5,F,1918,2
Misue,5,F,1918,2
Momie,7,F,1918,2
Morton,5,F,1918,2
Nadeene,5,F,1918,2
Narcille,6,F,1918,2
Narciss,5,F,1918,2
Neata,5,F,1918,2
Ogreta,5,F,1918,2
Olliemae,6,F,1918,2
Onetia,5,F,1918,2
Orneta,6,F,1918,2
Othal,5,F,1918,
Pasqualena,6,F,1918,
Pheby,5,F,1918,
Quella,5,F,1918,
Rascoe,5,M,1918,
Rauni,5,M,1918,
Redman,5,M,1918,
Reedie,5,F,1918,
Reesie,5,F,1918,
Refa,7,F,1918,
Reinard,5,M,1918,
Rheo,5,M,1918,
Roverta,6,F,1918,
Runar,6,M,1918,2
Satsuko,5,F,1918,
Seiki,5,M,1918,2
Selmon,5,M,1918,2
Setsuo,5,M,1918,
Severio,5,M,1918,2
Shigetoshi,6,M,1918,2
Sievert,5,M,1918,
Sigmunt,5,M,1918,
Sigvard,5,M,1918,2
Stearns,5,M,1918,2
Stiney,5,M,1918,2
Swanie,5,F,1918,
Takeichi,5,M,1918,
Telesphore,5,M,1918,2
Theopa,5,F,1918,
Theophila,10,F,1918,
Thoralf,5,M,1918,
Tillis,5,M,1918,2
Tiofila,5,F,1918,
Tressie,5,M,1918,2
Truel,5,M,1918,
Tulon,5,M,1918,
Ubald,5,M,1918,
Ulan,6,M,1918,
Ulva,5,F,1918,4
Unto,7,M,1918,
Urbin,5,M,1918,
Urlin,7,M,1918,
Vadah,5,F,1918,4
Vaden,6,F,1918,
Valaska,5,F,1918,
Vandiver,6,M,1918,
Vaneda,5,F,1918,
Verdun,8,F,1918,
Veryle,6,M,1918,
Voy,5,M,1918,
Wahnita,5,F,1918,
Walline,7,F,1918,
Wamon,5,M,1918,
Wheeler,5,F,1918,
Wilby,8,M,1918,
Williard,5,F,1918,
Yoshikatsu,5,M,1918,
Zay,6,F,1918,
Zellie,5,M,1918,
Zubie,5,F,1918,
Aleph,5,F,1919,
Algertha,5,F,1919,
Aline,5,M,1919,
Almarene,5,F,1919,
Aloisius,5,M,1919,
Alsa,6,F,1919,
Althera,5,F,1919,
Annunciata,5,F,1919,
Arether,6,F,1919,
Arvillia,5,F,1919,
Aswell,5,M,1919,
Atheline,7,F,1919,
Avadna,6,F,1919,
Avonel,5,F,1919,
Be,5,M,1919,
Bessiemae,6,F,1919,
Birdye,5,F,1919,
Birty,5,F,1919,
Blaney,5,M,1919,
Blaza,5,F,1919,
Bonzie,5,F,1919,
Burneta,5,F,1919,
Burney,5,F,1919,
Byrum,9,M,1919,
Castoria,5,F,1919,
Cesidio,5,M,1919,
Chew,5,M,1919,
Clabern,5,M,1919,
Clemet,5,M,1919,
Clercie,6,F,1919,
Coraine,5,F,1919,
Coula,6,F,1919,
Darcas,7,F,1919,
Darnley,5,M,1919,
Dempsie,7,M,1919,
Dorabelle,6,F,1919,
Eb,5,M,1919,
Edwood,5,M,1919,
Elaise,6,F,1919,
Elkins,5,M,1919,
Elno,5,M,1919,
Elroy,6,F,1919,
Elvio,6,M,1919,
Enid,6,M,1919,
Ennice,7,F,1919,
Eph,5,M,1919,
Ercil,6,F,1919,
Estis,5,M,1919,
Eunetta,6,F,1919,
Everlener,5,F,1919,
Ewell,7,F,1919,
Exia,8,F,1919,
Fess,5,M,1919,
Folia,5,F,1919,
Fraces,5,F,1919,
Fyrn,7,F,1919,
Geargia,6,F,1919,
Genivive,6,F,1919,
Gladus,5,F,1919,
Gwyndolin,5,F,1919,
Hala,7,M,1919,
Harford,5,M,1919,
Hartie,5,F,1919,
Henryka,5,F,1919,
Hermit,5,M,1919,
Hilia,5,F,1919,
Hilliary,5,M,1919,
Hilyard,5,M,1919,
Hooker,5,M,1919,
Hoston,5,M,1919,
Hughe,5,M,1919,
Hurtha,6,F,1919,
Hyle,5,M,1919,
Icelene,5,F,1919,
Ideal,5,F,1919,
Idellia,5,F,1919,
Ignatia,6,F,1919,
Ilmi,5,F,1919,
Iolia,5,F,1919,
Iren,5,F,1919,
Iseral,5,M,1919,
Itasca,5,F,1919,
Jab,5,M,1919,
Jenive,5,F,1919,
Johnniemae,9,F,1919,
Josepine,5,F,1919,
Jurell,5,F,1919,2
Juyne,6,F,1919,
Kaarlo,5,M,1919,
Katheriene,5,F,1919,
Katsue,5,F,1919,
Lapearl,5,F,1919,2
Lavert,7,F,1919,
Leathe,6,F,1919,
Leonise,5,F,1919,
Letah,5,F,1919,2
Levater,7,F,1919,2
Lindsy,5,M,1919,
Liola,6,F,1919,
Loriena,5,F,1919,
Lorrain,10,M,1919,
Lotella,5,F,1919,
Lotha,6,F,1919,2
Loubelle,6,F,1919,2
Lovel,7,F,1919,
Lowene,5,F,1919,2
Lucenia,5,F,1919,
Ludelle,6,F,1919,
Lueseal,5,F,1919,2
Luly,6,F,1919,2
Lura,5,M,1919,
Lurah,5,F,1919,
Lusetta,7,F,1919,2
Lutishia,5,F,1919,2
Luvella,5,F,1919,
Margerette,6,F,1919,
Margueriette,5,F,1919,2
Mathie,5,F,1919,
Matsuichi,5,M,1919,
Maudeline,8,F,1919,
Maudestine,5,F,1919,
Maytha,5,F,1919,2
Mckinly,5,M,1919,
Melle,5,F,1919,2
Meribah,7,F,1919,2
Miladie,5,F,1919,2
Mildra,6,F,1919,2
Milnor,6,M,1919,
Minyard,5,M,1919,
Misue,5,F,1919,2
Mobley,6,M,1919,
Momie,7,F,1919,2
Morton,5,F,1919,2
Mossie,5,M,1919,
Murland,6,M,1919,
Nadeene,5,F,1919,2
Narcille,5,F,1919,2
Narciss,5,F,1919,2
Neata,5,F,1919,2
Notley,6,M,1919,
Obrey,5,M,1919,
Ogreta,6,F,1919,2
Olliemae,6,F,1919,2
Onetia,6,F,1919,2
Orlee,5,M,1919,
Orneta,6,F,1919,2
Othal,5,F,1919,
Ottaway,5,M,1919,
Pasqualena,6,F,1919,
Pheby,5,F,1919,
Quella,5,F,1919,
Quillar,5,M,1919,
Renza,5,M,1919,
Sigfrid,5,M,1919,
Sneed,5,M,1919,
Spartaco,7,M,1919,
Standish,5,M,1919,
Tharel,5,M,1919,
Thornwell,5,M,1919,
Urey,6,M,1919,
Varden,5,M,1919,
Vayne,5,M,1919,
Verdo,5,M,1919,
Vetha,5,F,1919,
Vine,5,F,1919,
Virgal,5,F,1919,
Westonia,5,F,1919,
Willielee,5,F,1919,
Wilmeth,5,M,1919,2
Winton,5,F,1919,
Wishard,6,M,1919,
Wynnell,5,F,1919,
Ysidora,6,F,1919,
Ziggie,5,M,1919,
Aire,5,F,1920,
Albertis,6,M,1920,
Albia,6,F,1920,
Almeria,5,F,1920,
Alpine,7,F,1920,
Alves,5,M,1920,
Anatol,5,M,1920,
Annagene,5,F,1920,
Argentine,5,F,1920,
Argonne,5,M,1920,
Armen,5,F,1920,
Arold,5,M,1920,
Artella,5,F,1920,
Atherton,6,M,1920,
Aubie,5,F,1920,
Auretta,5,F,1920,
Bedell,5,F,1920,
Billee,5,M,1920,
Blancha,5,F,1920,
Bloomie,5,F,1920,
Blouncie,8,M,1920,
Bower,5,M,1920,
Carline,5,M,1920,
Cecel,5,F,1920,
Cellus,5,M,1920,
Cevera,6,F,1920,
Clinnie,6,F,1920,
Clinnie,5,M,1920,
Cullus,5,M,1920,
Cyriel,5,M,1920,
Dardenella,9,F,1920,
Delavina,5,F,1920,
Demeter,5,M,1920,
Dilmon,6,M,1920,
Doraline,5,F,1920,
Dreddy,7,M,1920,
Ealon,5,M,1920,
Edmere,5,F,1920,
Edney,5,M,1920,
Eichi,8,M,1920,
Elfred,5,M,1920,
Ellease,5,F,1920,
Elmerine,8,F,1920,
Elneda,5,F,1920,
Elnorah,6,F,1920,
Elso,6,M,1920,
Emzy,6,M,1920,
Ersie,5,M,1920,
Estill,7,F,1920,
Ethelmay,5,F,1920,
Euba,5,F,1920,
Eufrasia,5,F,1920,
Euin,6,M,1920,
Eulane,6,F,1920,
Fermen,5,M,1920,
Florien,6,F,1920,
Fontelle,6,F,1920,
Forbus,5,M,1920,
Garrard,5,M,1920,
Gencie,5,F,1920,
Gilfred,7,M,1920,
Gleeta,5,F,1920,
Goldean,6,F,1920,
Graddy,5,M,1920,
Graple,5,F,1920,
Harver,5,M,1920,
Hubertine,5,F,1920,
Huebert,8,M,1920,
Iduma,6,F,1920,
Irvine,5,F,1920,
Isable,5,F,1920,
Jhue,7,M,1920,
Kanichi,5,M,1920,
Katholeen,6,F,1920,
Kinuko,8,F,1920,
Laborn,5,M,1920,
Lannes,5,M,1920,
Larce,5,M,1920,
Lavernon,5,M,1920,
Loretto,5,M,1920,
Lorreta,5,F,1920,
Louvine,5,F,1920,
Low,5,M,1920,
Lucell,5,F,1920,
Lueberta,5,F,1920,
Lugardita,5,F,1920,
Luola,6,F,1920,
Mabrey,5,M,1920,
Macola,5,F,1920,
Maguerite,5,F,1920,
Mallard,5,M,1920,
Mancie,5,M,1920,
Manferd,6,M,1920,
Martiel,5,F,1920,
Masakatsu,5,M,1920,
Maso,7,M,1920,
Mayne,5,M,1920,
Maynerd,6,M,1920,
Mecislaus,5,M,1920,
Meinrad,5,M,1920,
Mentie,5,F,1920,
Merlisa,5,F,1920,
Merrial,6,F,1920,
Miecislaus,5,M,1920,
Minneola,7,F,1920,
Misaye,5,F,1920,
Mode,6,M,1920,
Myrtes,5,F,1920,
Narvie,5,M,1920,
Nervia,5,F,1920,
Odesa,5,F,1920,
Odia,7,M,1920,
Odos,6,M,1920,
Ordis,7,M,1920,
Orina,5,F,1920,
Orral,5,M,1920,
Orsola,5,F,1920,
Pattie,5,M,1920,
Peat,8,M,1920,
Platt,5,M,1920,
Radie,6,M,1920,
Roeberta,5,F,1920,
Romus,6,M,1920,
Sachiye,5,F,1920,
Salvadora,5,F,1920,
Seals,5,M,1920,
Searl,5,M,1920,
Settimio,5,M,1920,
Shigeyuki,5,M,1920,2
Sparks,5,M,1920,2
Spaulding,5,M,1920,2
Tokuichi,5,M,1920,2
Tomes,5,M,1920,2
Umeyo,5,F,1920,
Ursaline,5,F,1920,
Uuno,6,M,1920,2
Veolia,5,F,1920,
Vertie,5,M,1920,
Virgel,6,F,1920,
Walfrid,5,M,1920,2
Walters,5,M,1920,2
Ware,7,M,1920,2
Weona,5,F,1920,
Worner,5,M,1920,2
Wynogene,6,F,1920,
Yaeno,5,F,1920,
Ysaura,5,F,1920,
Yuba,5,F,1920,
Zellamae,5,F,1920,
Zepher,5,F,1920,
Addia,6,F,1921,2
Adelaid,5,F,1921,2
Alletha,6,F,1921,2
Almera,5,F,1921,2
Almore,5,M,1921,
Alphon,5,M,1921,
Alquin,5,M,1921,
Alwillie,5,F,1921,2
Aner,7,F,1921,2
Annielou,5,F,1921,
Arimentha,5,F,1921,
Arleine,5,F,1921,
Armand,6,F,1921,
Armittie,5,F,1921,
Arneita,6,F,1921,
Arvard,5,M,1921,
Arzell,8,F,1921,
Athala,5,F,1921,
Atilio,5,M,1921,
Augie,5,F,1921,
Beautrice,5,F,1921,
Berl,5,F,1921,
Berthalee,5,F,1921,
Birthel,5,F,1921,
Boisey,5,M,1921,
Burdena,5,F,1921,
Burrus,5,M,1921,
Calanthe,5,F,1921,
